Run,Total,OverallComment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q1_feedback,Q2_feedback,Q3_feedback,Q4_feedback,Q5_feedback,Q6_feedback,Q7_feedback,Q8_feedback,Q9_feedback,Q10_feedback
11,25.5,"Your lab shows a solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, with all exercises attempted and most processes correctly implemented. The main issues are minor deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly awkward extract_workflow call). Tightening these details to match the rubric exactly will help you earn full credit in future labs.",2.5,2,2,2.5,3,3,3,3,3,2.5,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed and used initial_split, training, and testing with a 0.75 prop, which is mostly correct. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and the broom::tidy(norm_recipe) call is outside the recipe pipeline, so the examination step is not clearly implemented as in the rubric.","You defined three parsnip models with the correct engines and tunable parameters, and set mode = 'regression' for the random forest. To be fully consistent, also set mode = 'regression' explicitly for the linear_reg models, but the core modeling setup is correct.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected workflow and will show the underlying templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the required process and output structure.","You built a workflow_set with the base recipe and all three models, and then unnested the info column to inspect the structure. This matches the expected workflow and structure for the workflow set.","You updated all_workflows with workflow_map using appropriate arguments, then unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by .estimate, and sliced the top row. This follows the required process and yields the best rmse per workflow.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it to your Exercise 8 results, with a clear interpretation of differences.","You extracted a best workflow (though extract_workflow is miscalled with all_workflows as first argument), finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio close to the expected ~12%. The overall process is correct, but the extract_workflow call should be simplified to workflowsets::extract_workflow(all_workflows, best_id)."
12,25,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, and you completed all exercises with mostly correct code. The main issues are small deviations from the specified arguments (e.g., missing strata in the split) and minor inconsistencies with the expected prep/extract patterns. Tightening those details will make your code more reproducible and aligned with the course conventions.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skimr::skim() (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed, used initial_split, and created ames_train and ames_test with a 75% split, which is good. However, you omitted strata = 'Sale_Price', which was required for full credit.","Your recipe uses the correct formula, log-transforms the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies, which matches the intended preprocessing. However, you prep the recipe inside the pipeline and then call broom::tidy(norm_recipe) on the original object, which is not the expected prep-and-examine pattern; also the rubric expected explicit step_center and step_scale rather than step_normalize.","You correctly specified linear_reg for lm and glmnet with tunable penalty and mixture, and rand_forest with tunable trees and min_n, and set the ranger engine with regression mode. For full credit, also explicitly set mode = 'regression' on the glmnet and base lm models as in the reference solution.","You correctly called parsnip::translate() on each of the three model objects, which matches the required workflow and will display the appropriate engine-specific templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the expected process and output structure.","You built a workflow_set with the base recipe and all three models and then unnested the info column, correctly showing the workflow structure with the three workflows combined with the recipe.","You updated all_workflows with workflow_map using tune_grid and then correctly unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row per group, matching the required workflow.","You used workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, which satisfies the rubric requirements.","You extracted a best workflow (though the extract_workflow call includes an extra all_workflows argument), finalized it with trees and min_n, updated the recipe, fit on train and test, and computed the test/train MSE ratio close to the expected value. Clean up the extract_workflow call to match workflowsets::extract_workflow('base_forest') and avoid redefining the recipe separately for prediction to fully align with the reference process."
13,23,"Your lab shows a solid grasp of tidymodels workflows, recipes, parsnip models, and workflowsets, with all major steps present and generally correct. Most deductions are for smaller issues like missing stratification in the split, not using the exact centering/scaling steps, and minor syntax/clarity points. Tightening those details will make your code more robust and aligned with the rubric expectations.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed and used rsample::initial_split, training(), and testing(), and created ames_train/ames_test. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of explicit step_center and step_scale, and broom::tidy() is not actually applied to the prepped object because it appears after the pipeline terminates at prep().","You specified three parsnip models with correct engines and tunable parameters for glmnet and ranger. The only omission is not explicitly setting mode = 'regression' for the linear models, which is recommended for clarity.","You correctly called parsnip::translate() on each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected process and output structure.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the required workflow and produces the correct bootstrap resampling object.","You built all_workflows with workflowsets::workflow_set using the recipe and all three models, and then unnested the info column with tidyr::unnest(info), correctly exposing the workflow structure.","You updated all_workflows with workflow_map and then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row, matching the required sequence.","You used workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the expected process and interpretation.","You extracted a best workflow (though the extract_workflow call has an extra argument), finalized it with trees and min_n, updated the recipe, and fit on train and test data, computing a test/train MSE ratio close to the expected value. Clean up the extract_workflow syntax (use the workflow id only) and avoid redefining the recipe separately to keep the workflow consistent."
14,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, and most required steps and functions are present. The main deductions are for missing stratification in the data split, minor deviations from the specified recipe and extraction process, and small syntax/process differences from the rubric. Tightening adherence to the exact arguments and workflows requested (e.g., strata in initial_split, explicit mode settings, and simpler extract_workflow usage) will help you earn full credit in future labs.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. However, the rubric expected use of the pipe operator (dat |> skimr::skim()) in a single step, so a small process deduction applies.","You set the seed and used rsample::initial_split(), training(), and testing(), and created ames_train/ames_test. However, you omitted strata = 'Sale_Price', which is required, so process and output are slightly off.","Your recipe uses the correct formula, logs the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies, and you call prep(). But you did not specify base = exp(1) in step_log and you overwrite norm_recipe with the prepped object then call broom::tidy(norm_recipe) outside the pipeline, which is not what the rubric describes.","You correctly specified linear_reg and rand_forest models with appropriate engines and tunable parameters. However, you did not explicitly set mode = 'regression' for the lm and glmnet models as in the rubric, so there is a minor process issue.","You applied parsnip::translate() to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, matching the expected workflow and outputs.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train), which matches the required process and expected bootstrap object.","You built all_workflows with workflowsets::workflow_set() using the recipe and all three models, and then unnested the info column with tidyr::unnest(info), correctly showing the workflow structure.","You updated all_workflows with workflow_map(), then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the first row, exactly as specified.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, and fit on train and test data, computing a test/train MSE ratio close to the expected ~12%. However, extract_workflow is misused (extra all_workflows argument), and the rubric expected directly extracting 'base_forest' rather than computing best_id, so process fidelity is partially off."
15,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, and most required steps are present and correctly structured. The main issues are small deviations from the specified process (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly incorrect extract_workflow() call). Tightening these details to match the rubric instructions would bring this to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed and used rsample::initial_split(), training(), and testing() with a 0.75 prop, and assigned ames_train/ames_test correctly. However, you omitted strata = 'Sale_Price', so the split does not fully follow the specified process.","Your recipe uses the correct formula, log-transforms the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies, and you call prep(). However, you used step_normalize instead of separate step_center/step_scale and did not use broom::tidy() on the prepped recipe as requested; also the broom::tidy(norm_recipe) call is outside the pipeline and would not work as written.","You correctly specified linear_reg() with lm, a glmnet model with penalty and mixture set to tune(), and a rand_forest model with trees and min_n set to tune(), and set the ranger engine with regression mode. To be fully aligned with the rubric, explicitly set mode = 'regression' for all three models.","You correctly applied parsnip::translate() to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected workflow and output structure.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train) as required, producing the correct bootstrap resampling object with default settings.","You built all_workflows with workflowsets::workflow_set() using the recipe and all three models, and then unnested the info column with tidyr::unnest(info), which matches the expected structure and examination process.","You updated all_workflows with workflow_map() and then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the first row. This matches the required workflow and output intent.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio close to the expected value. However, extract_workflow() is misused (extra all_workflows argument), and the rubric expected directly extracting 'base_forest' rather than computing best_id, so the process is slightly off."
16,23.5,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, and you completed all exercises with mostly correct code and reasoning. The main issues are small deviations from the specified process (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly off extract_workflow call). Tightening these details will help ensure full alignment with the rubric and more reproducible modeling workflows.",2.5,2,2,2.5,3,3,3,3,3,2.5,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skimr::skim() (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed and used initial_split(), training(), and testing() with a 0.75 prop, which is mostly correct. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped object (it appears after the pipeline).","You specified linear_reg() with lm, a glmnet model with penalty and mixture tuned, and a rand_forest model with trees and min_n tuned, and set mode = 'regression' for the forest. To be fully aligned with the rubric, also explicitly set_mode('regression') for the linear models.","You correctly called parsnip::translate() on each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected process and outputs.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train), which correctly produces the required bootstrap resampling object.","You built a workflow_set with the base recipe and all three models, and then unnested the info column to inspect the structure. This matches the expected workflow and structure for the workflow set.","You updated all_workflows with workflow_map(), then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This follows the required process and yields the correct summary of best RMSE per workflow.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow (though the extract_workflow call has an extra argument), finalized it with trees and min_n, fit it on training and test data, and computed a test/train MSE ratio close to the expected ~12%. Clean up extract_workflow to use only the id argument and avoid redefining recipes unnecessarily."
17,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, and most required functions and steps are present. The main issues are small deviations from the specified processes (e.g., missing strata in the split, using step_normalize instead of separate centering and scaling, and a slightly incorrect extract_workflow call). Tightening those details to match the rubric instructions would bring this to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. However, the rubric expected use of the pipe operator (dat |> skimr::skim()) in a single step, so a small process-fidelity deduction applies.","You set the seed and used rsample::initial_split, training(), and testing(), with correct prop = 0.75. However, you omitted strata = 'Sale_Price', which is required in the rubric, so process and output are slightly off.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, and you called prep(). However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped recipe (it’s after the pipeline), so this does not fully match the specified workflow.","All three models are specified with the correct parsnip functions, engines, and tunable parameters, and the random forest has mode = 'regression'. You did not explicitly set_mode('regression') for the linear models, but regression is the default, so only a minor process deduction.","You correctly called parsnip::translate() on each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected process and would yield the three engine-specific templates.",You set the seed and created train_resamples <- rsample::bootstraps(ames_train) as required. This matches the expected process and output structure for bootstrap resamples.,"You built all_workflows with workflowsets::workflow_set using a recipe list and the three models, and then unnested the info column with tidyr::unnest(info). This matches the required workflow structure and examination step.","You updated all_workflows with workflow_map using appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the first row. This aligns well with the rubric’s required process and output.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results. This satisfies the code and comparison requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio close to the expected ~12%. However, extract_workflow is misused (extra all_workflows argument), and the rubric expected directly extracting 'base_forest' rather than computing best_id, so process fidelity is partially off."
18,25,"Your lab shows solid understanding of tidymodels workflows, with all major steps present: EDA, splitting, recipes, models, workflow sets, tuning, and performance comparison. Most deviations are minor (missing strata in the split, slight differences in recipe steps, and a nonstandard extract_workflow call). Tightening those details to match the specified functions and arguments would bring this to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skimr::skim() (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed and used initial_split, training, and testing with a 0.75 proportion, which is mostly correct. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped recipe object (it’s called on norm_recipe after the pipe has ended), so the examination step is incomplete.","You defined three parsnip models with the correct engines and tuned parameters, and set mode = 'regression' for the random forest. To be fully consistent, also set mode = 'regression' explicitly for the linear_reg models.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected process and would show the appropriate templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the required workflow and output structure.","You built a workflow_set with the base recipe and all three models, and unnested the info column to inspect the structure. This matches the expected process and structure for the workflow set.","You used workflow_map with appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow. This fully matches the required workflow.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio close to the expected value. However, extract_workflow is misused (extra all_workflows argument), and the rubric expects directly extracting 'base_forest' rather than computing best_id, so the extraction step does not fully match the specified process."
19,25.5,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, with all exercises attempted and most processes correctly implemented. The main issues are minor deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering and scaling, and a slightly off extract_workflow call). Tightening these details and aligning exactly with the requested functions and arguments will bring your work fully in line with the rubric.",2.5,2,2,2.5,3,3,3,3,3,2.5,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed and used rsample::initial_split, training(), and testing() with prop = 0.75, which is mostly correct. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped object (it appears after the pipeline).","You specified three parsnip models with the correct engines and tunable parameters, and set mode = 'regression' for the random forest. To be fully aligned with the rubric, also explicitly set_mode('regression') for the linear_reg models.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected workflow and would display the three engine-specific templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the required process and output structure.","You built a workflow_set with the base recipe and all three models, and then unnested the info column to inspect the structure. This matches the expected workflow and structure for the workflow set.","You updated all_workflows with workflow_map using appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per group. This matches the required process and output.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, which satisfies the rubric requirements.","You extracted a best workflow (though the extract_workflow call includes an extra argument), finalized it with trees and min_n, updated the recipe, fit on train and test data, and reported a test/train MSE ratio close to the expected ~12%. Clean up the extract_workflow call to match the documented signature and avoid redefining the recipe twice."
20,25.5,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets, with all exercises attempted and most following the intended process. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering and scaling, and a slightly off extract_workflow call). Tightening these details and ensuring that all inspection steps (like broom::tidy on the prepped recipe) are actually executed in the chunk will bring your work fully in line with the rubric.",2.5,2,2,2.5,3,3,3,3,3,2.5,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed and used initial_split, training, and testing with a 0.75 proportion, which is mostly correct. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","Your recipe uses the correct formula, logs the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies, and you call prep(). However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped recipe (it appears after the chunk ends), so the examination step is incomplete.","You correctly specified linear_reg and rand_forest models with appropriate engines and tunable parameters, and set mode = 'regression' for the forest. To fully align with the rubric, explicitly set mode = 'regression' for all three models and use parsnip::tune() (with namespace) for clarity.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected workflow and would display the three engine-specific templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the required process and produces the correct bootstrap resampling object.","You built a workflow_set with the base recipe and all three models and then unnested the info column with tidyr::unnest(info), which correctly follows the expected workflow and structure.","You used workflow_map with appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow. This matches the required process and output structure.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow (though the extract_workflow call includes an extra argument), finalized it with trees and min_n, updated the recipe, fit on both training and test data, and computed a test/train MSE ratio close to the expected value. Clean up the extract_workflow call to match the documented interface and avoid redefining the recipe differently at this stage."
21,23,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, with most required steps present and structured correctly. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling) and a slightly incorrect call to extract_workflow in Q10. Tightening these details and ensuring all function calls exactly match the rubric specifications will bring your work to full credit level.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) and avoid extra intermediate steps.","You set the seed and used rsample::initial_split, training(), and testing() with a 0.75 prop, which is good. However, you omitted the required strata = 'Sale_Price' argument, so the split process is not fully as specified.","You created a recipe with the correct formula and included log transform, normalization, step_other, and dummy creation, then prepped it. However, you used step_normalize instead of separate step_center and step_scale, and the broom::tidy() call is outside the pipeline and will not work as written.","You defined the three models with appropriate engines and tunable parameters and set mode = 'regression' for the random forest. To fully align with the rubric, explicitly set mode = 'regression' for all models and use parsnip::tune() (with namespace) for clarity.","You correctly applied parsnip::translate() to each of the three model objects, which matches the expected workflow and output structure.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), which matches the required process and expected bootstrap object.","You built a workflow_set with the specified recipe and three models and then unnested the info column to inspect the structure, which matches the expected workflow and output.","You used workflow_map with appropriate arguments and then correctly unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row, matching the rubric’s process.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the required code and interpretation.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, and computed train/test MSE and their ratio. However, extract_workflow is called with an incorrect signature, and the chosen best_id/parameters are not clearly tied back to the earlier tuning results, so the process is slightly off from the specified base_forest workflow with given parameters."
22,25,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, workflowsets, and tuning. Most exercises follow the intended process closely, with only minor deviations (e.g., missing strata in the split, use of step_normalize, and a slightly incorrect extract_workflow call). To improve, align more strictly with the specified arguments and function chains in the rubric, and ensure any inspection steps (like broom::tidy on prepped recipes) are correctly wired into your pipelines.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) rather than calling skim() directly.","You set the seed and used rsample::initial_split, training(), and testing() with a 0.75 prop, which is good. However, you omitted the required strata = 'Sale_Price' argument, so the split does not fully follow the specified process.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and the broom::tidy() call is outside the pipeline, so the examination step is incomplete.","You defined three models with linear_reg and rand_forest, set engines correctly, and used tune() for penalty, mixture, trees, and min_n. You did not explicitly set mode = 'regression' for the first two models, but parsnip will default appropriately; otherwise the setup matches the rubric.","You correctly called parsnip::translate() on each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the required workflow and should yield the three engine-specific templates.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train) as required, producing the expected bootstrap resampling object with default settings.","You built all_workflows with workflowsets::workflow_set using a recipe and the three models, and then unnested the info column with tidyr::unnest(info), which matches the expected structure and examination process.","You updated all_workflows with workflow_map using appropriate arguments and then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow. This matches the required workflow for extracting best RMSE per model.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow id using rank_results, attempted to extract and finalize the workflow, and then fit it on train and test data and computed the MSE ratio. However, extract_workflow is called with incorrect arguments (all_workflows passed twice), and the rubric expects specifically extracting 'base_forest' and using the given best parameters; your selection and extraction process deviates from that specification."
23,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, and most required steps are present and structured correctly. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly incorrect extract_workflow call and parameter choice in Q10). Tightening these details to match the rubric exactly will bring your work to full credit level.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) and avoid extra intermediate steps.","You set the seed and used initial_split, training, and testing with a 0.75 prop, which is mostly correct. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped recipe object (it’s called on norm_recipe after reassignment), so the examination step is incomplete.","You defined three parsnip models with correct engines and tuned parameters, and set mode = 'regression' for the random forest. To fully align with the rubric, explicitly set mode = 'regression' for all three models.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected process and should yield the appropriate templates.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected workflow and output structure.,"You built a workflow_set with the base recipe and all three models, and unnested the info column to inspect the structure. This matches the expected process and structure for the workflow set.","You used workflow_map with appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow. This matches the required workflow for extracting best rmse per model.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You identified the best workflow id using rank_results, extracted a workflow, finalized it with trees and min_n, and fit on train and test data, computing a test/train MSE ratio. However, extract_workflow is called with incorrect arguments (should be extract_workflow('base_forest')), and the specified best parameters and resulting ratio do not clearly match the expected base_forest workflow and reference ratio."
24,23,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets; most required steps and functions are present and used appropriately. The main deductions are for small deviations from the specified process (e.g., missing strata in the split, not piping dat into skim, minor recipe and workflow extraction issues). Tightening those details to match the rubric instructions would bring this very close to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the rubric, pipe dat into skim (dat |> skimr::skim()) rather than calling skim() directly.","You set the seed and used rsample::initial_split(), training(), and testing() with a 0.75 prop. However, you omitted strata = 'Sale_Price', which was required for full credit.","Your recipe uses the correct formula, log-transforms the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies. However, you used step_normalize instead of separate step_center and step_scale, and broom::tidy() is not actually applied to the prepped recipe (the pipe is broken after prep), so the examination step is incomplete.","You correctly specified linear_reg and rand_forest models with tune() for penalty/mixture and trees/min_n, and set engines appropriately; the forest model has mode set to regression. For full alignment with the rubric, explicitly set mode = 'regression' on all three models.","You applied parsnip::translate() to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest as required. This fully meets the expectations for this exercise.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train) with default parameters, which matches the required process and expected output structure.","You created all_workflows with workflowsets::workflow_set() using the recipe and three models, and then unnested the info column with tidyr::unnest(info), which matches the required workflow structure and examination.","Your code updates all_workflows with workflow_map(), then selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row. This matches the specified process and expected output.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow, finalized it with trees and min_n, and fit it on train and test data, computing a test/train MSE ratio. However, extract_workflow is called with an incorrect signature, and you did not explicitly use the specified 'base_forest' id or match the given best-parameter values from the solution, so the process is slightly off."
