Run,Total,OverallComment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q1_feedback,Q2_feedback,Q3_feedback,Q4_feedback,Q5_feedback,Q6_feedback,Q7_feedback,Q8_feedback,Q9_feedback,Q10_feedback
11,29,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets. Most exercises follow the expected process very closely, with only a minor omission of the stratification argument in the train/test split. Keep paying attention to details like stratified sampling, but overall your code structure and explanations are strong.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Used set.seed and initial_split/training/testing with correct prop, but omitted strata = 'Sale_Price'.","Recipe uses correct formula, log-transform, normalization of numeric predictors, step_other, and dummy creation, then preps and tidies; process and transformations are appropriate.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required.,"Set seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected bootstrap resampling process.","workflow_set is created with the recipe and all three models, and info is unnested to inspect structure as specified.","workflow_map is used as given, and subsequent code correctly unnests result and .metrics, filters for rmse, groups, orders by .estimate, and slices the top row per workflow.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', select_best = TRUE, and the written comparison addresses consistency with Exercise 8.","Best workflow is extracted (base_forest), finalized with trees and min_n, then fit on train and test data with OOB MSE ratio computed; process matches the expected workflow despite a different numeric ratio."
12,29,"Your lab shows a solid grasp of the tidymodels workflow, including recipes, model specification, workflowsets, tuning, and comparison. Most steps closely follow the intended process, with only a minor omission of the stratified split in Exercise 2. Keep an eye on matching specified arguments (like strata) and interpreting performance metrics, but overall this is strong, well-structured work.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed(), initial_split(), training(), and testing() with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep and tidy are called appropriately.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.","parsnip::translate() is applied to each of the three model objects, correctly exposing the engine-specific templates.",Random seed is set and rsample::bootstraps() is called on ames_train to create a bootstrap resampling object as required.,"workflow_set() is created with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly chains select, unnest, filter for rmse, group_by, arrange in descending .estimate, and slice(1) to obtain best rmse per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the narrative compares to Exercise 8.","Best workflow is extracted (base_forest), finalized with trees and min_n, then fit on train and test data; OOB errors are compared even though the numeric ratio differs from the solution."
13,29,"Your lab shows a strong command of the tidymodels workflow, with all major steps (recipes, models, workflowsets, tuning, and evaluation) implemented correctly. The only notable omission is the lack of stratification by Sale_Price in the initial train/test split. Otherwise, your code structure and use of functions closely follow the intended process, with clear and reproducible steps throughout.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correctly used set.seed(), initial_split(), training(), and testing() with prop = 0.75, but omitted the required strata = 'Sale_Price' argument for a stratified split.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood with step_other, and creates dummies; prep() and broom::tidy() are used appropriately.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger).","parsnip::translate() is applied to each of the three model objects, correctly exposing the underlying engine-specific templates.",set.seed(8740) is called and rsample::bootstraps() is used on ames_train to create a bootstrap resampling object as required.,"workflow_set() is used to combine the recipe with all three models into all_workflows, and tidyr::unnest(info) is used to inspect the workflow structure.","workflow_map() is used as specified, and the subsequent pipeline correctly selects wflow_id and result, unnests result and .metrics, filters for rmse, groups, arranges by descending .estimate, and slices the top row per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the written comparison appropriately interprets the output relative to Exercise 8.","The best workflow id is derived via rank_results(), extract_workflow() is used, finalize_workflow() is called with trees and min_n, and the finalized model is fit on both training and test data; although the reported MSE ratio differs from the solution, the required workflow and functions are correctly implemented."
14,28,"Most exercises follow the specified tidymodels workflow closely, with correct use of recipes, models, workflowsets, and tuning. Minor issues include omitting stratification in the initial_split and an inaccurate final MSE ratio in Exercise 10. Overall, the code structure and process are strong; double-check key arguments and reported summary values for full accuracy.",3,2,3,3,3,3,3,3,3,2,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep and tidy are called appropriately.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required to reveal engine-specific templates.,Random seed is set and rsample::bootstraps() is called on ames_train to create a bootstrap resampling object.,"workflow_set is created with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","workflow_map is used to tune across workflows, and the follow-up code correctly unnests result and .metrics, filters for rmse, groups, arranges by .estimate, and slices the best per workflow.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, with a brief comparison to Exercise 8 results.","Correctly extracts the best workflow (base_forest), finalizes with trees = 1 and min_n = 11, and fits on train and test data; however, the reported test/train MSE ratio does not match the expected approximate value."
15,29,"Your lab shows a solid grasp of the tidymodels workflow, including recipes, model specifications, workflowsets, tuning, and evaluation. Most exercises follow the expected process very closely, with only a minor omission of the strata argument in the train/test split. Keep an eye on matching all specified arguments (like stratification) to fully align with the rubric requirements.",3,2,3,3,3,3,3,3,3,3,"Correct use of dat |> skimr::skim() via %>%, no extra objects, and the markdown correctly notes no missing data.","You correctly used set.seed(), initial_split(), training(), and testing() with a 0.75 prop, but you omitted the required strata = 'Sale_Price' argument.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep() and broom::tidy() are used appropriately.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters for glmnet and ranger.","parsnip::translate() is applied to each of the three model objects, which matches the expected workflow and output structure.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected bootstrap resampling process.","workflow_set() is correctly built with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Your code updates all_workflows with workflow_map() and then correctly unnests result and .metrics, filters for rmse, groups, arranges by descending .estimate, and slices the top row per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and you provide a brief comparison to Exercise 8.","You extract the best workflow (base_forest), finalize it with trees and min_n, fit on train and test sets, and compute the test/train MSE ratio; even though the numeric value differs from the key, the workflow and functions are correct."
16,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. Most exercises fully meet the rubric, with only a minor omission of the stratified split in Exercise 2 and a differing numeric result in Exercise 10. Overall, this is a strong and mostly complete implementation of the lab tasks.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep and tidy are called appropriately.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required to reveal engine-specific templates.,Seed is set and rsample::bootstraps() is called on ames_train to create a bootstrap resampling object as expected.,"workflow_set is created with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","workflow_map is used with the specified arguments, and the subsequent pipeline correctly unnests result and .metrics, filters for rmse, groups, arranges by .estimate, and slices the best row per workflow.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the narrative compares these results to Exercise 8.","Best workflow is identified (base_forest), extract_workflow and finalize_workflow are used with trees and min_n, and fits are obtained on train and test data; although the reported MSE ratio differs from the solution, the required workflow and functions are correctly implemented."
17,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. Most exercises fully meet the rubric expectations; the only notable deviation is the missing stratification by Sale_Price in the train/test split. Overall, this is a strong and nearly complete implementation of the lab tasks.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed(), initial_split(), training(), and testing(), but the split omits strata = 'Sale_Price' as required.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, creates dummies, and preps/tidies the recipe appropriately.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required to reveal engine-specific templates.,Correctly sets the seed and creates a bootstrap resampling object train_resamples using rsample::bootstraps(ames_train).,"workflow_set is built with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Uses workflow_map as specified and then correctly selects, unnests result and .metrics, filters for rmse, groups by wflow_id, orders by .estimate, and slices the top row.","Calls workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and provides a brief comparison to Exercise 8.","Extracts the best workflow (base_forest), finalizes with trees = 1 and min_n = 11, fits on train and test data, and reports a test/train MSE ratio, satisfying the required workflow even though the numeric ratio differs from the solution."
18,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, tuning, and evaluation. The only notable deviation is the missing stratification by Sale_Price in the initial train/test split. Otherwise, the code structure and reasoning align well with the rubric requirements.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep and tidy are called appropriately.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required.,Seed is set and rsample::bootstraps() is correctly called on ames_train to create train_resamples.,"workflow_set is created with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","workflow_map is used as specified, and the follow-up code correctly unnests result and .metrics, filters for rmse, groups, arranges by .estimate, and slices the top row.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, with an appropriate comparison comment to Exercise 8.","Best workflow is extracted (base_forest), finalized with trees and min_n, fit on train and test sets, and OOB MSE ratio is computed; process matches the expected workflow despite a different numeric ratio."
19,29,"The lab shows a strong command of tidymodels workflows, recipes, parsnip models, and workflowsets, with nearly all steps matching the solution structure. The only notable omission is the lack of stratification by Sale_Price in the train/test split. Otherwise, the code and explanations follow the intended processes closely and are well organized.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed(), initial_split(), training(), and testing(), but the split omitted strata = 'Sale_Price', so the process is slightly incomplete.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, creates dummies, and is prepped and tidied; this matches the expected preprocessing.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required to inspect engine-specific templates.,set.seed(8740) is called and rsample::bootstraps() is used on ames_train to create the bootstrap resamples as expected.,"workflow_set() is created with the recipe and all three models, and tidyr::unnest(info) is used to examine the workflow structure.","After workflow_map(), the code correctly selects wflow_id and result, unnests result and .metrics, filters for rmse, groups by wflow_id, orders by .estimate, and slices the top row.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the narrative compares these results to Exercise 8.","The best workflow is identified (base_forest), extracted, finalized with trees and min_n, then fit on train and test data with an explicit test/train MSE ratio reported, matching the expected workflow even if the numeric ratio differs."
20,29,"Your lab shows a strong command of the tidymodels workflow, with all major steps (recipes, models, workflowsets, tuning, and evaluation) implemented correctly. The only notable miss is not stratifying the train/test split on Sale_Price. Otherwise, your code structure and explanations closely follow the intended process.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; this fully matches the expected EDA workflow.,"Correct use of set.seed(), initial_split(), training(), and testing() with 75% split, but you omitted the required strata = 'Sale_Price' argument in initial_split.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, creates dummies, and is prepped and tidied; this matches the required preprocessing steps and order.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger).","parsnip::translate() is applied to each of the three model objects, correctly showing the underlying engine-specific templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), producing the expected bootstrap resampling object.","workflow_set() is used with the recipe and all three models, and tidyr::unnest(info) is called to inspect the structure, matching the expected workflowset process.","You updated all_workflows with workflow_map() and then correctly unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row per group.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and you provide a brief comparison to Exercise 8 as requested.","You correctly extracted the best workflow (base_forest), finalized it with trees = 1 and min_n = 11, fit on both train and test sets, and computed and reported the test/train OOB MSE ratio, matching the required workflow even though the numeric ratio differs from the solution."
21,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. Most exercises fully meet the rubric expectations. The only notable deviation is the lack of stratification on Sale_Price in the train/test split; otherwise, the code structure and reasoning are strong.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Used set.seed and initial_split/training/testing with 75% split, but omitted strata = 'Sale_Price', so the split is not stratified as required.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood with step_other, and creates dummies; prep and tidy are called appropriately.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger).","parsnip::translate() is applied to each of the three model objects, correctly showing their engine-specific templates.",set.seed(8740) is used and rsample::bootstraps() is called on ames_train to create a bootstrap resampling object as required.,"workflow_set is created with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","After workflow_map, the code selects and unnests result and .metrics, filters for rmse, groups by wflow_id, orders by .estimate descending, and slices the top row per group as specified.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the student provides a comparison narrative.","Correctly extracts the best workflow (base_forest), finalizes it with trees = 1 and min_n = 11, fits on train and test data, and computes the test/train MSE ratio, matching the expected workflow even if the numeric ratio differs."
22,28,"Most exercises follow the intended tidymodels workflow closely, with correct use of recipes, parsnip models, workflowsets, and tuning. The main deviation is in Exercise 2, where the stratification argument is omitted, and there are minor differences in recipe details and reported performance metrics. Overall, the code is well-structured and demonstrates solid understanding of the lab objectives.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed(), initial_split(), training(), and testing(), but the split omits strata = 'Sale_Price' as required.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; however, base for log is not specified and the prep is not assigned back to norm_recipe as expected.","All three parsnip models are specified correctly with appropriate engines, modes, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required to reveal engine-specific templates.,set.seed(8740) is called and rsample::bootstraps() is used on ames_train to create the bootstrap resamples as specified.,"workflow_set() is correctly built with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly chains select, unnest, filter for rmse, group_by, arrange in descending .estimate, and slice(1) to obtain best rmse per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the written comparison addresses consistency with Exercise 8.","Best workflow is identified (base_forest), finalized with trees and min_n, and fit on both training and test data; OOB MSE ratio is computed, even though the numeric value differs from the solution."
23,28,"Most exercises closely follow the expected tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. The main deviation is the missing strata argument in the train/test split and a slightly different but still reasonable recipe specification. Overall, this is a strong and nearly complete solution with only minor process issues.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses correct formula, log-transform, normalization, other, and dummy steps and is prepped and tidied; however, step_log does not explicitly set base = exp(1) and the order slightly differs from the expected center/scale then log, then other, then dummy sequence.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters penalty/mixture and trees/min_n.",parsnip::translate() is applied to each of the three model objects as required to reveal engine-specific templates.,Seed is set and rsample::bootstraps() is called on ames_train to create a bootstrap resampling object as expected.,"workflow_set is created with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly selects and unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row per group.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the comparison to Exercise 8 is described in markdown.","Best workflow is identified (base_forest), extracted, finalized with trees = 1 and min_n = 11, then fit on both training and test data with OOB MSE ratio computed; minor numeric difference from the solution is acceptable."
24,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. Most exercises fully meet the rubric requirements; the only notable omission is the lack of stratification in the train/test split. Overall, this is a strong and nearly complete implementation of the lab tasks.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep and tidy are called appropriately.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required.,Seed is set and rsample::bootstraps() is correctly called on ames_train to create train_resamples.,"workflow_set is built with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly chains select, unnest, filter for rmse, group_by, arrange descending .estimate, and slice(1) to obtain best rmse per workflow.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, with an appropriate comparison comment.","Best workflow is extracted (base_forest), finalized with trees = 1 and min_n = 11, and fit on both training and test data; OOB MSEs and their ratio are computed, even though the numeric value differs from the solution."
25,28,"Most exercises closely follow the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. The main deviation is in Exercise 2, where the split omits stratification on Sale_Price, and a minor detail in the recipe log base specification. Otherwise, the code structure and model-comparison steps are solid and complete.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed(), initial_split(), training(), and testing(), but the split omits strata = 'Sale_Price' as required.","Recipe uses correct formula, log-transform, normalization, other, and dummies, and is prepped and tidied; however, step_log does not explicitly set base = exp(1) and the order differs from the specified center/scale-then-log sequence.","All three parsnip models are specified with correct engines, modes, and tunable parameters (penalty/mixture for glmnet, trees/min_n for ranger).",parsnip::translate() is correctly applied to each of the three model objects to reveal engine-specific templates.,Random seed is set and rsample::bootstraps() is correctly called on ames_train to create train_resamples.,"workflow_set() is correctly constructed with the recipe and three models, and tidyr::unnest(info) is used to inspect the workflow structure.","After workflow_map(), the code correctly selects and unnests result and .metrics, filters for rmse, groups by wflow_id, orders by .estimate, and slices the top row per workflow.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the written comparison addresses consistency with Exercise 8.","Best workflow is identified (base_forest), finalized with trees and min_n, and fit on both training and test data; OOB MSEs are extracted and their ratio computed, matching the expected workflow even if the numeric ratio differs."
26,28,"Most exercises follow the intended tidymodels workflow closely, with correct use of recipes, parsnip models, workflowsets, and tuning. The main deviation is in Exercise 2 (missing stratification) and minor differences in the recipe specification, but these do not break the overall process. Overall, this is a strong, mostly complete solution with clear code and appropriate commentary.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Used set.seed and initial_split with 75% prop and created ames_train/ames_test, but omitted strata = 'Sale_Price'.","Recipe uses correct formula, log-transform, normalization, other, and dummies with prep+tidy; however, it uses step_normalize instead of explicit step_center and step_scale and does not specify base = exp(1).","All three parsnip models are specified with correct engines, regression mode, and tunable parameters penalty/mixture and trees/min_n.",Applied parsnip::translate() to each of the three model objects as required.,Set seed and created train_resamples with rsample::bootstraps(ames_train) as expected.,Constructed workflow_set with the recipe and all three models and unnested the info column to inspect structure.,"Used workflow_map as given, then correctly unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row.","Called workflowsets::rank_results with all_workflows, rank_metric = 'rmse', select_best = TRUE and provided a comparison narrative.","Extracted the best workflow (base_forest), finalized with trees and min_n, fit on train and test data, and computed the test/train MSE ratio; process matches the expected workflow even if the numeric ratio differs."
27,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, tuning, and model finalization. The only notable deviation is the missing stratification by Sale_Price in the train/test split. Otherwise, the code structure and processes align well with the rubric requirements.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed, initial_split, training, and testing with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses the correct formula, log-transforms Sale_Price, normalizes numeric predictors, pools Neighborhood, and creates dummies; prep and tidy are called appropriately.","All three models are specified with correct engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required.,Seed is set and rsample::bootstraps() is correctly called on ames_train to create train_resamples.,"workflow_set is built with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly chains select, unnest, filter for rmse, group_by, arrange descending .estimate, and slice(1) to obtain best rmse per workflow.","workflowsets::rank_results is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, with an appropriate comparison comment.","Best workflow is extracted (base_forest), finalized with trees = 1 and min_n = 11, and fit on both training and test data; although the reported MSE ratio differs from the solution, the required workflow and functions are correctly used."
28,28,"Most exercises follow the intended tidymodels workflow closely, with correct use of recipes, parsnip models, workflowsets, and tuning. The main deviation is the missing stratification in the train/test split and minor differences in preprocessing details. Overall, this is a strong, mostly complete solution with clear code and appropriate markdown explanations.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Used set.seed and initial_split with prop=0.75 and created ames_train/ames_test, but omitted strata='Sale_Price'.","Recipe uses correct formula, log-transform, normalization, step_other, and dummies with prep+tidy, but does not explicitly set base=exp(1) and uses step_normalize instead of separate center/scale as in the expected workflow.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required.,Set seed and created train_resamples with rsample::bootstraps(ames_train) as expected.,"workflow_set is built with the recipe and all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly selects and unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row per group.","Calls workflowsets::rank_results with all_workflows, rank_metric='rmse', and select_best=TRUE and provides a comparison in markdown.","Extracts the best workflow (base_forest), finalizes with trees=1 and min_n=11, fits on train and test data, and computes the test/train MSE ratio; process matches the expected workflow even though the numeric ratio differs."
29,28,"Most exercises follow the expected tidymodels and workflowsets processes closely, with correct use of recipes, models, resampling, and workflow mapping. The main deviation is the missing stratification by Sale_Price in the train/test split and a slightly different recipe specification, but the overall workflow is sound. Keep paying attention to required arguments like strata and to matching the specified transformation details exactly.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Correct use of set.seed(), initial_split(), training(), and testing() with 75% split, but missing the required strata = 'Sale_Price' argument.","Recipe uses correct formula, log-transform, normalization, other, and dummy steps and is prepped and tidied; however, step_log does not explicitly set base = exp(1) and the order differs from the expected center/scale-then-log sequence.","All three parsnip models are specified correctly with appropriate engines, regression mode, and tunable parameters for glmnet and ranger.",parsnip::translate() is applied to each of the three model objects as required to reveal engine-specific templates.,Seed is set and rsample::bootstraps() is called on ames_train to create a bootstrap resampling object as expected.,"workflow_set() correctly combines the recipe with all three models, and tidyr::unnest(info) is used to inspect the workflow structure.","Correctly selects and unnests result and .metrics, filters for rmse, groups by wflow_id, arranges by descending .estimate, and slices the top row per group.","workflowsets::rank_results() is called with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and the markdown compares these results to Exercise 8.","Best workflow is identified via rank_results, base_forest is extracted, finalized with trees = 1 and min_n = 11, and fit on both training and test data; OOB MSE ratio is computed even though the numeric value differs from the solution."
30,28,"Most exercises follow the intended tidymodels workflow closely, with correct use of recipes, parsnip models, workflowsets, and tuning. The main deviation is in Exercise 2 where stratification on Sale_Price was omitted, and minor differences in the preprocessing step specification. Overall, this is a strong, mostly complete solution with clear code and appropriate model comparison steps.",3,2,2,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and correctly noted no missing data.,"Used set.seed and initial_split with prop=0.75 and created ames_train/ames_test, but omitted strata='Sale_Price'.","Recipe uses correct formula, log-transform, normalization, step_other, and dummies with prep+tidy, but does not explicitly set base=exp(1) and uses step_normalize instead of separate center/scale as in the expected process.","All three parsnip models are specified with correct engines, modes, and tunable parameters (penalty/mixture for glmnet; trees/min_n for ranger).",Applied parsnip::translate() to each of the three model objects as required to reveal engine-specific templates.,"Set seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected bootstrap resampling workflow.","Constructed all_workflows with workflow_set using the recipe and three models, and unnested the info column to inspect workflow structure.","Correctly updated all_workflows with workflow_map and then selected/unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow.","Called workflowsets::rank_results with all_workflows, rank_metric='rmse', select_best=TRUE and provided a brief comparison to Exercise 8.","Extracted the best workflow (base_forest), finalized with trees=1 and min_n=11, fit on train and test data, and computed the test/train OOB MSE ratio, matching the expected workflow even if the numeric ratio differs."
31,29,"The submission closely follows the intended tidymodels workflow, with correct use of recipes, parsnip models, workflowsets, and tuning. Most exercises fully meet the rubric, with only a minor omission of stratification in the train/test split. Overall, this is a strong and nearly complete implementation of the lab requirements.",3,2,3,3,3,3,3,3,3,3,Used dat |> skimr::skim() correctly with a single step and stated no missing data; matches expected EDA workflow.,"Used set.seed and initial_split/training/testing with correct prop, but omitted strata = 'Sale_Price', so the split process is slightly incomplete.","Recipe uses correct formula, log-transform of Sale_Price, normalization of numeric predictors, step_other on Neighborhood, and dummy creation, then preps and tidies; process and transformations are appropriate.","All three parsnip models are specified with correct engines, regression mode, and tunable parameters (penalty/mixture, trees/min_n); structure matches the rubric.","Applied parsnip::translate() to each of the three model objects as required, correctly showing engine-specific templates.",Set seed and created train_resamples with rsample::bootstraps(ames_train); this matches the expected bootstrap resampling workflow.,"Constructed workflow_set with the recipe and all three models, then unnested the info column to inspect structure; aligns with the specified process.","Updated all_workflows with workflow_map and then correctly selected, unnested result and .metrics, filtered for rmse, grouped, arranged, and sliced to get best rows per workflow.","Called workflowsets::rank_results with all_workflows, rank_metric = 'rmse', and select_best = TRUE, and provided a comparison narrative; meets rubric expectations.","Extracted the best workflow (base_forest), finalized with trees = 1 and min_n = 11, fit on train and test sets, and computed the test/train MSE ratio; workflow and functions match the required process even though the numeric ratio differs."
